PolicyNumber,CustomerID,ClaimNumber,Age,Gender,CoverageAmount,PremiumAmount,PolicyStartDate,PolicyEndDate,PolicyType,ClaimStatus,ClaimDate,ClaimAmount,Age Group,Active/ Inactive
P7150,C7150,C7150,39,Male,67443.5078125,927.989990234375,2024-01-25 00:00:00,2025-01-25 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P7151,C7151,C7151,58,Female,85475.5703125,270.8599853515625,2024-05-28 00:00:00,2025-05-28 00:00:00,Auto,Rejected,NULL,0,Adult,Active
P7152,C7152,C7152,84,Male,11221.259765625,1041.489990234375,2023-08-01 00:00:00,2024-08-01 00:00:00,Home,Settled,16-11-2023,4350.10986328125,Elder,Inactive
P7153,C7153,C7153,25,Female,50990.28125,941.8499755859375,2024-05-22 00:00:00,2025-05-22 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P7154,C7154,C7154,61,Male,38001.078125,743.0999755859375,2024-05-22 00:00:00,2025-05-22 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P7155,C7155,C7155,65,Female,39672,853.4400024414062,2024-05-08 00:00:00,2025-05-08 00:00:00,Life,Rejected,NULL,0,Elder,Active
P7156,C7156,C7156,38,Male,89348.3515625,446.20001220703125,2023-07-30 00:00:00,2024-07-30 00:00:00,Home,Settled,04-08-2023,4627.81005859375,Adult,Inactive
P7157,C7157,C7157,45,Female,34459.94921875,839.6500244140625,2024-01-18 00:00:00,2025-01-18 00:00:00,Travel,Pending,05-10-2024,1711.969970703125,Adult,Active
P7158,C7158,C7158,36,Male,63415.2109375,812.239990234375,2023-12-25 00:00:00,2024-12-25 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P7159,C7159,C7159,62,Female,12855.7900390625,551.5900268554688,2023-10-02 00:00:00,2024-10-02 00:00:00,Travel,Rejected,NULL,0,Elder,Inactive
P716,C716,C716,26,Male,34423.171875,375.7699890136719,2023-11-13 00:00:00,2024-11-13 00:00:00,Life,Settled,19-02-2024,2988.64990234375,Adult,Active
P7160,C7160,C7160,26,Male,15164.580078125,716.5999755859375,2023-09-23 00:00:00,2024-09-23 00:00:00,Travel,Pending,06-03-2024,4804.14990234375,Adult,Inactive
P7161,C7161,C7161,69,Female,100057.4375,186.25,2024-05-08 00:00:00,2025-05-08 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P7162,C7162,C7162,19,Male,14437.48046875,682.6799926757812,2024-01-12 00:00:00,2025-01-12 00:00:00,Travel,Settled,14-07-2024,1566.719970703125,Young Adult,Active
P7163,C7163,C7163,29,Female,91537.1796875,305.6099853515625,2023-12-24 00:00:00,2024-12-24 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P7164,C7164,C7164,23,Male,65547.2109375,788.530029296875,2023-11-25 00:00:00,2024-11-25 00:00:00,Travel,Pending,22-06-2024,3147.280029296875,Young Adult,Active
P7165,C7165,C7165,56,Female,37123.62109375,250.16000366210938,2023-11-22 00:00:00,2024-11-22 00:00:00,Travel,Settled,18-01-2024,3480.969970703125,Adult,Active
P7166,C7166,C7166,30,Male,23955.939453125,853.6199951171875,2024-02-09 00:00:00,2025-02-09 00:00:00,Health,Rejected,NULL,0,Adult,Active
P7167,C7167,C7167,80,Female,97284.9375,344.94000244140625,2024-03-09 00:00:00,2025-03-09 00:00:00,Health,Rejected,NULL,0,Elder,Active
P7168,C7168,C7168,37,Male,17146.390625,474.1499938964844,2023-08-28 00:00:00,2024-08-28 00:00:00,Life,Settled,08-05-2024,1154.6800537109375,Adult,Inactive
P7169,C7169,C7169,25,Female,19722.8203125,835.1400146484375,2024-04-16 00:00:00,2025-04-16 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P717,C717,C717,29,Female,44282.44140625,711.52001953125,2023-10-25 00:00:00,2024-10-25 00:00:00,Life,Pending,10-06-2024,4884.1298828125,Adult,Active
P7170,C7170,C7170,67,Male,87839.2265625,485.5400085449219,2023-11-18 00:00:00,2024-11-18 00:00:00,Life,Settled,24-12-2023,3830.4599609375,Elder,Active
P7171,C7171,C7171,86,Female,82892.28125,1067.1700439453125,2024-01-09 00:00:00,2025-01-09 00:00:00,Travel,Settled,24-02-2024,4534.81982421875,Elder,Active
P7172,C7172,C7172,51,Male,32787.80078125,151.5399932861328,2023-11-24 00:00:00,2024-11-24 00:00:00,Home,Rejected,NULL,0,Adult,Active
P7173,C7173,C7173,81,Female,41215.71875,289.0299987792969,2023-08-05 00:00:00,2024-08-05 00:00:00,Auto,Settled,04-11-2023,816.52001953125,Elder,Inactive
P7174,C7174,C7174,41,Male,58285.6015625,658.4600219726562,2023-10-15 00:00:00,2024-10-15 00:00:00,Health,Pending,04-01-2024,3079.5,Adult,Active
P7175,C7175,C7175,27,Female,33843.12109375,887.6900024414062,2024-05-04 00:00:00,2025-05-04 00:00:00,Travel,Pending,22-07-2024,5458.06005859375,Adult,Active
P7176,C7176,C7176,40,Male,94472.5,951.2100219726562,2024-06-05 00:00:00,2025-06-05 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P7177,C7177,C7177,41,Female,43712.21875,790.780029296875,2023-07-23 00:00:00,2024-07-23 00:00:00,Auto,Rejected,NULL,0,Adult,Inactive
P7178,C7178,C7178,38,Male,71349.59375,715.72998046875,2024-06-19 00:00:00,2025-06-19 00:00:00,Home,Pending,18-05-2025,3027.1201171875,Adult,Active
P7179,C7179,C7179,36,Female,31535.580078125,115.87000274658203,2024-03-29 00:00:00,2025-03-29 00:00:00,Life,Settled,09-08-2024,5139.31982421875,Adult,Active
P718,C718,C718,80,Male,79463.3125,510.5299987792969,2024-06-28 00:00:00,2025-06-28 00:00:00,Travel,Settled,11-12-2024,1933.3599853515625,Elder,Active
P7180,C7180,C7180,48,Male,98783.34375,251.77999877929688,2024-01-06 00:00:00,2025-01-06 00:00:00,Home,Rejected,NULL,0,Adult,Active
P7181,C7181,C7181,47,Female,26408.75,1001.8499755859375,2024-05-30 00:00:00,2025-05-30 00:00:00,Travel,Settled,07-03-2025,663.6799926757812,Adult,Active
P7182,C7182,C7182,59,Male,37801.41015625,244.75999450683594,2024-04-09 00:00:00,2025-04-09 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P7183,C7183,C7183,78,Female,91341.21875,509.4800109863281,2024-05-31 00:00:00,2025-05-31 00:00:00,Travel,Pending,02-07-2024,1940.22998046875,Elder,Active
P7184,C7184,C7184,36,Male,105756.9296875,534.47998046875,2024-01-12 00:00:00,2025-01-12 00:00:00,Auto,Rejected,NULL,0,Adult,Active
P7185,C7185,C7185,50,Female,36303.87890625,676.5599975585938,2023-12-20 00:00:00,2024-12-20 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P7186,C7186,C7186,25,Male,61273.19140625,623.6500244140625,2023-10-06 00:00:00,2024-10-06 00:00:00,Travel,Pending,30-08-2024,1761.800048828125,Adult,Inactive
P7187,C7187,C7187,20,Female,88384.8515625,1002.0599975585938,2024-05-17 00:00:00,2025-05-17 00:00:00,Health,Rejected,NULL,0,Young Adult,Active
P7188,C7188,C7188,50,Male,23198.619140625,1093.5799560546875,2024-02-26 00:00:00,2025-02-26 00:00:00,Travel,Settled,01-01-2025,3348.330078125,Adult,Active
P7189,C7189,C7189,55,Female,109652.2734375,633.27001953125,2024-02-11 00:00:00,2025-02-11 00:00:00,Health,Pending,12-09-2024,3104.929931640625,Adult,Active
P719,C719,C719,58,Female,72561.9296875,698.5499877929688,2024-05-20 00:00:00,2025-05-20 00:00:00,Health,Settled,27-07-2024,517.77001953125,Adult,Active
P7190,C7190,C7190,52,Male,52075.44140625,1090.0400390625,2024-06-14 00:00:00,2025-06-14 00:00:00,Auto,Settled,21-10-2024,4061.110107421875,Adult,Active
P7191,C7191,C7191,25,Female,77606.578125,366.1300048828125,2023-10-10 00:00:00,2024-10-10 00:00:00,Travel,Rejected,NULL,0,Adult,Inactive
P7192,C7192,C7192,69,Male,35067.66015625,178,2024-02-08 00:00:00,2025-02-08 00:00:00,Home,Settled,05-06-2024,4422.490234375,Elder,Active
P7193,C7193,C7193,36,Female,68130.1796875,591.75,2024-04-08 00:00:00,2025-04-08 00:00:00,Health,Pending,04-07-2024,2146.449951171875,Adult,Active
P7194,C7194,C7194,48,Male,12168.2998046875,797.6699829101562,2024-03-15 00:00:00,2025-03-15 00:00:00,Travel,Pending,07-08-2024,2684.8701171875,Adult,Active
P7195,C7195,C7195,81,Female,22916.810546875,921.5900268554688,2024-03-31 00:00:00,2025-03-31 00:00:00,Auto,Pending,16-07-2024,5039.72998046875,Elder,Active
P7196,C7196,C7196,34,Male,42834.12890625,451.75,2023-08-07 00:00:00,2024-08-07 00:00:00,Travel,Settled,16-05-2024,1868.47998046875,Adult,Inactive
P7197,C7197,C7197,83,Female,55457.83984375,311.0199890136719,2024-02-22 00:00:00,2025-02-22 00:00:00,Travel,Pending,02-05-2024,2499.050048828125,Elder,Active
P7198,C7198,C7198,71,Male,33295.76171875,1009.719970703125,2024-02-14 00:00:00,2025-02-14 00:00:00,Health,Settled,16-05-2024,961.0900268554688,Elder,Active
P7199,C7199,C7199,45,Female,81736.2421875,944.0499877929688,2023-12-29 00:00:00,2024-12-29 00:00:00,Health,Settled,29-05-2024,5477.509765625,Adult,Active
P72,C72,C72,26,Male,28769.390625,699.1500244140625,2023-11-30 00:00:00,2024-11-30 00:00:00,Auto,Rejected,NULL,0,Adult,Active
P720,C720,C720,49,Male,73408.6796875,759.9600219726562,2024-05-25 00:00:00,2025-05-25 00:00:00,Travel,Settled,11-03-2025,4038.780029296875,Adult,Active
P7200,C7200,C7200,67,Male,100313.7265625,272.5199890136719,2023-08-07 00:00:00,2024-08-07 00:00:00,Auto,Settled,01-06-2024,3716.419921875,Elder,Inactive
P7201,C7201,C7201,63,Female,23500.19921875,881.9099731445312,2024-01-27 00:00:00,2025-01-27 00:00:00,Auto,Pending,21-05-2024,815.0499877929688,Elder,Active
P7202,C7202,C7202,59,Male,54151.91015625,1046.8900146484375,2024-05-25 00:00:00,2025-05-25 00:00:00,Health,Settled,18-12-2024,3398.139892578125,Adult,Active
P7203,C7203,C7203,81,Female,85136.03125,539.0800170898438,2024-04-29 00:00:00,2025-04-29 00:00:00,Auto,Rejected,NULL,0,Elder,Active
P7204,C7204,C7204,29,Male,109992.3125,393.25,2023-09-14 00:00:00,2024-09-14 00:00:00,Travel,Rejected,NULL,0,Adult,Inactive
P7205,C7205,C7205,61,Female,90263.328125,337.6700134277344,2024-05-22 00:00:00,2025-05-22 00:00:00,Travel,Settled,07-02-2025,1479.43994140625,Elder,Active
P7206,C7206,C7206,45,Male,12160.76953125,675.27001953125,2024-07-06 00:00:00,2025-07-06 00:00:00,Travel,Pending,19-09-2024,4657.0498046875,Adult,Active
P7207,C7207,C7207,23,Female,58537.48046875,223.97999572753906,2023-12-12 00:00:00,2024-12-12 00:00:00,Life,Rejected,NULL,0,Young Adult,Active
P7208,C7208,C7208,67,Male,37672.7109375,963.5900268554688,2023-11-17 00:00:00,2024-11-17 00:00:00,Travel,Settled,31-05-2024,793.510009765625,Elder,Active
P7209,C7209,C7209,54,Female,101239.46875,651.7000122070312,2024-07-11 00:00:00,2025-07-11 00:00:00,Home,Pending,23-02-2025,3114.4599609375,Adult,Active
P721,C721,C721,78,Female,22748.859375,382.7300109863281,2024-01-29 00:00:00,2025-01-29 00:00:00,Auto,Pending,28-12-2024,1798.6199951171875,Elder,Active
P7210,C7210,C7210,36,Male,47898.5390625,732.2000122070312,2024-05-17 00:00:00,2025-05-17 00:00:00,Travel,Pending,24-04-2025,4507.60986328125,Adult,Active
P7211,C7211,C7211,71,Female,49123.5,742.9099731445312,2023-11-13 00:00:00,2024-11-13 00:00:00,Health,Pending,16-09-2024,5005.330078125,Elder,Active
P7212,C7212,C7212,63,Male,109382.3203125,1020.1300048828125,2024-06-08 00:00:00,2025-06-08 00:00:00,Home,Pending,18-09-2024,3818.6201171875,Elder,Active
P7213,C7213,C7213,59,Female,33917.51953125,635.469970703125,2023-10-29 00:00:00,2024-10-29 00:00:00,Travel,Settled,01-06-2024,1473.0699462890625,Adult,Active
P7214,C7214,C7214,33,Male,54996.8203125,306.30999755859375,2024-06-29 00:00:00,2025-06-29 00:00:00,Travel,Settled,14-10-2024,950.2899780273438,Adult,Active
P7215,C7215,C7215,49,Female,82011.84375,882.2000122070312,2023-08-14 00:00:00,2024-08-14 00:00:00,Auto,Pending,12-02-2024,626.5499877929688,Adult,Inactive
P7216,C7216,C7216,67,Male,101786.53125,1067.9300537109375,2024-01-30 00:00:00,2025-01-30 00:00:00,Health,Rejected,NULL,0,Elder,Active
P7217,C7217,C7217,25,Female,23032.2890625,218.10000610351562,2024-05-29 00:00:00,2025-05-29 00:00:00,Life,Rejected,NULL,0,Adult,Active
P7218,C7218,C7218,36,Male,100189.890625,342.760009765625,2023-10-03 00:00:00,2024-10-03 00:00:00,Travel,Settled,31-07-2024,2051.429931640625,Adult,Inactive
P7219,C7219,C7219,60,Female,34447.8515625,921.989990234375,2024-06-16 00:00:00,2025-06-16 00:00:00,Life,Settled,29-03-2025,565.219970703125,Adult,Active
P722,C722,C722,83,Male,65581.8828125,552.7999877929688,2024-02-10 00:00:00,2025-02-10 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P7220,C7220,C7220,61,Male,84264.21875,180.4199981689453,2023-07-18 00:00:00,2024-07-18 00:00:00,Health,Rejected,NULL,0,Elder,Inactive
P7221,C7221,C7221,37,Female,63880.5703125,255.27000427246094,2023-08-20 00:00:00,2024-08-20 00:00:00,Health,Settled,20-10-2023,1174.81005859375,Adult,Inactive
P7222,C7222,C7222,80,Male,97515.7890625,380.95001220703125,2024-04-18 00:00:00,2025-04-18 00:00:00,Auto,Settled,20-03-2025,1829.56005859375,Elder,Active
P7223,C7223,C7223,51,Female,75651.828125,778.7899780273438,2023-07-31 00:00:00,2024-07-31 00:00:00,Auto,Rejected,NULL,0,Adult,Inactive
P7224,C7224,C7224,26,Male,20603.169921875,954.0900268554688,2024-04-04 00:00:00,2025-04-04 00:00:00,Health,Settled,27-06-2024,1371.7099609375,Adult,Active
P7225,C7225,C7225,19,Female,86664.2578125,777.1500244140625,2024-03-03 00:00:00,2025-03-03 00:00:00,Home,Rejected,NULL,0,Young Adult,Active
P7226,C7226,C7226,45,Male,14087.16015625,199.02000427246094,2024-01-17 00:00:00,2025-01-17 00:00:00,Auto,Pending,22-04-2024,668.5599975585938,Adult,Active
P7227,C7227,C7227,34,Female,107891.9765625,250.5500030517578,2023-11-29 00:00:00,2024-11-29 00:00:00,Life,Rejected,NULL,0,Adult,Active
P7228,C7228,C7228,46,Male,48132.98828125,906.7100219726562,2023-12-08 00:00:00,2024-12-08 00:00:00,Travel,Settled,20-05-2024,5296.43017578125,Adult,Active
P7229,C7229,C7229,63,Female,31685.98046875,877.469970703125,2023-11-24 00:00:00,2024-11-24 00:00:00,Life,Settled,29-11-2023,3371.6298828125,Elder,Active
P723,C723,C723,52,Female,106189.3203125,265.1199951171875,2023-11-15 00:00:00,2024-11-15 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P7230,C7230,C7230,38,Male,30452.169921875,631.989990234375,2024-03-27 00:00:00,2025-03-27 00:00:00,Auto,Settled,19-12-2024,2088.18994140625,Adult,Active
P7231,C7231,C7231,47,Female,43189.3984375,313.9800109863281,2024-04-08 00:00:00,2025-04-08 00:00:00,Health,Rejected,NULL,0,Adult,Active
P7232,C7232,C7232,84,Male,108703.2734375,337.3999938964844,2024-02-17 00:00:00,2025-02-17 00:00:00,Home,Rejected,NULL,0,Elder,Active
P7233,C7233,C7233,83,Female,36948.3203125,433.82000732421875,2024-04-13 00:00:00,2025-04-13 00:00:00,Travel,Settled,24-08-2024,718.4600219726562,Elder,Active
P7234,C7234,C7234,59,Male,78098.4765625,1033.8599853515625,2024-04-28 00:00:00,2025-04-28 00:00:00,Auto,Settled,23-04-2025,2532,Adult,Active
P7235,C7235,C7235,60,Female,82092.59375,803.6900024414062,2023-08-07 00:00:00,2024-08-07 00:00:00,Life,Rejected,NULL,0,Adult,Inactive
P7236,C7236,C7236,73,Male,106373.4375,734.7999877929688,2024-02-24 00:00:00,2025-02-24 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P7237,C7237,C7237,72,Female,40067.58984375,1095.300048828125,2024-05-24 00:00:00,2025-05-24 00:00:00,Health,Rejected,NULL,0,Elder,Active
P7238,C7238,C7238,31,Male,107722.78125,908.239990234375,2024-02-10 00:00:00,2025-02-10 00:00:00,Travel,Settled,16-03-2024,1078.1400146484375,Adult,Active
P7239,C7239,C7239,45,Female,15169.1904296875,626.8699951171875,2023-10-11 00:00:00,2024-10-11 00:00:00,Auto,Settled,06-08-2024,788.4600219726562,Adult,Inactive
P724,C724,C724,45,Male,79323.828125,159.82000732421875,2024-04-26 00:00:00,2025-04-26 00:00:00,Home,Settled,26-08-2024,3383.760009765625,Adult,Active
P7240,C7240,C7240,50,Male,17990.33984375,358.8599853515625,2024-02-13 00:00:00,2025-02-13 00:00:00,Travel,Settled,08-12-2024,3999.989990234375,Adult,Active
P7241,C7241,C7241,62,Female,19959.0703125,146.52999877929688,2023-08-09 00:00:00,2024-08-09 00:00:00,Travel,Pending,28-11-2023,4255.2001953125,Elder,Inactive
P7242,C7242,C7242,40,Male,30469.94921875,565.6799926757812,2024-05-09 00:00:00,2025-05-09 00:00:00,Health,Rejected,NULL,0,Adult,Active
P7243,C7243,C7243,48,Female,97943.7890625,721.989990234375,2024-06-29 00:00:00,2025-06-29 00:00:00,Home,Settled,24-01-2025,3583.72998046875,Adult,Active
P7244,C7244,C7244,65,Male,101694.9609375,750.1900024414062,2023-09-02 00:00:00,2024-09-02 00:00:00,Travel,Settled,25-01-2024,2877.169921875,Elder,Inactive
P7245,C7245,C7245,33,Female,88381.84375,117.58999633789062,2023-09-13 00:00:00,2024-09-13 00:00:00,Life,Rejected,NULL,0,Adult,Inactive
P7246,C7246,C7246,41,Male,10601.98046875,251.57000732421875,2024-01-14 00:00:00,2025-01-14 00:00:00,Travel,Pending,02-02-2024,2549.3798828125,Adult,Active
P7247,C7247,C7247,39,Female,42335.26953125,599.280029296875,2024-05-05 00:00:00,2025-05-05 00:00:00,Travel,Settled,02-05-2025,1378.3599853515625,Adult,Active
P7248,C7248,C7248,53,Male,11670.58984375,772.9099731445312,2023-10-15 00:00:00,2024-10-15 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P7249,C7249,C7249,38,Female,77948,1040.97998046875,2023-09-30 00:00:00,2024-09-30 00:00:00,Travel,Rejected,NULL,0,Adult,Inactive
P725,C725,C725,59,Female,13354.08984375,469.54998779296875,2024-01-06 00:00:00,2025-01-06 00:00:00,Auto,Pending,04-05-2024,882.469970703125,Adult,Active
P7250,C7250,C7250,56,Male,41007.5,459.07000732421875,2024-03-12 00:00:00,2025-03-12 00:00:00,Life,Rejected,NULL,0,Adult,Active
P7251,C7251,C7251,51,Female,16432.5,884.489990234375,2024-01-27 00:00:00,2025-01-27 00:00:00,Life,Settled,12-10-2024,511.57000732421875,Adult,Active
P7252,C7252,C7252,40,Male,46356.05078125,927.469970703125,2024-06-04 00:00:00,2025-06-04 00:00:00,Auto,Settled,27-01-2025,3619.2900390625,Adult,Active
P7253,C7253,C7253,26,Female,78422.1015625,645.239990234375,2024-05-31 00:00:00,2025-05-31 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P7254,C7254,C7254,62,Male,38888.76953125,1055.9599609375,2023-07-29 00:00:00,2024-07-29 00:00:00,Travel,Settled,24-05-2024,3319.199951171875,Elder,Inactive
P7255,C7255,C7255,22,Female,19511.400390625,142.72999572753906,2023-09-15 00:00:00,2024-09-15 00:00:00,Travel,Pending,30-01-2024,2606.070068359375,Young Adult,Inactive
P7256,C7256,C7256,64,Male,27865.849609375,451.8299865722656,2023-10-23 00:00:00,2024-10-23 00:00:00,Life,Rejected,NULL,0,Elder,Active
P7257,C7257,C7257,70,Female,100846.5078125,622.7000122070312,2024-02-14 00:00:00,2025-02-14 00:00:00,Health,Settled,22-10-2024,3863.47998046875,Elder,Active
P7258,C7258,C7258,51,Male,95139.59375,987.530029296875,2024-04-21 00:00:00,2025-04-21 00:00:00,Home,Pending,06-06-2024,1693.300048828125,Adult,Active
P7259,C7259,C7259,64,Female,91209.7109375,401.75,2024-04-04 00:00:00,2025-04-04 00:00:00,Home,Settled,02-01-2025,2990.590087890625,Elder,Active
P726,C726,C726,54,Male,89506.7890625,130.55999755859375,2023-08-21 00:00:00,2024-08-21 00:00:00,Travel,Rejected,NULL,0,Adult,Inactive
P7260,C7260,C7260,54,Male,66204.3203125,874.4299926757812,2024-05-28 00:00:00,2025-05-28 00:00:00,Travel,Settled,21-08-2024,5343.990234375,Adult,Active
P7261,C7261,C7261,26,Female,47287.1796875,527.75,2024-01-08 00:00:00,2025-01-08 00:00:00,Travel,Settled,23-11-2024,2680.010009765625,Adult,Active
P7262,C7262,C7262,28,Male,105590.9765625,599.6599731445312,2023-08-18 00:00:00,2024-08-18 00:00:00,Auto,Settled,27-09-2023,864.3300170898438,Adult,Inactive
P7263,C7263,C7263,86,Female,77904.1328125,561.9299926757812,2024-06-24 00:00:00,2025-06-24 00:00:00,Auto,Rejected,NULL,0,Elder,Active
P7264,C7264,C7264,39,Male,65945.671875,999.9600219726562,2023-07-28 00:00:00,2024-07-28 00:00:00,Travel,Rejected,NULL,0,Adult,Inactive
P7265,C7265,C7265,78,Female,69095.546875,279.4700012207031,2024-01-02 00:00:00,2025-01-02 00:00:00,Travel,Pending,07-01-2024,4741.81005859375,Elder,Active
P7266,C7266,C7266,27,Male,11176.919921875,387.5799865722656,2023-12-03 00:00:00,2024-12-03 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P7267,C7267,C7267,44,Female,32465.80078125,433,2024-01-19 00:00:00,2025-01-19 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P7268,C7268,C7268,65,Male,107068.21875,485.239990234375,2024-04-09 00:00:00,2025-04-09 00:00:00,Travel,Settled,27-04-2024,4078.989990234375,Elder,Active
P7269,C7269,C7269,72,Female,100525.8515625,534.239990234375,2023-11-20 00:00:00,2024-11-20 00:00:00,Life,Rejected,NULL,0,Elder,Active
P727,C727,C727,47,Female,65463.1484375,339.3599853515625,2023-09-08 00:00:00,2024-09-08 00:00:00,Travel,Settled,21-07-2024,2427.590087890625,Adult,Inactive
P7270,C7270,C7270,36,Male,16530.5,274.8399963378906,2023-11-14 00:00:00,2024-11-14 00:00:00,Travel,Settled,10-07-2024,649.8300170898438,Adult,Active
P7271,C7271,C7271,69,Female,33868.890625,1096.1300048828125,2023-07-17 00:00:00,2024-07-17 00:00:00,Travel,Pending,13-10-2023,4111.81005859375,Elder,Inactive
P7272,C7272,C7272,28,Male,97912.921875,1000.1400146484375,2024-01-02 00:00:00,2025-01-02 00:00:00,Health,Rejected,NULL,0,Adult,Active
P7273,C7273,C7273,19,Female,16796.150390625,586.8900146484375,2023-08-22 00:00:00,2024-08-22 00:00:00,Travel,Rejected,NULL,0,Young Adult,Inactive
P7274,C7274,C7274,24,Male,81661.0625,247.5500030517578,2024-02-10 00:00:00,2025-02-10 00:00:00,Travel,Rejected,NULL,0,Young Adult,Active
P7275,C7275,C7275,50,Female,53824.23046875,625,2024-03-23 00:00:00,2025-03-23 00:00:00,Auto,Settled,16-03-2025,5213.43994140625,Adult,Active
P7276,C7276,C7276,34,Male,108836.890625,792.1900024414062,2024-05-10 00:00:00,2025-05-10 00:00:00,Life,Rejected,NULL,0,Adult,Active
P7277,C7277,C7277,65,Female,12095.0302734375,472.6300048828125,2024-01-08 00:00:00,2025-01-08 00:00:00,Auto,Pending,08-07-2024,1550.2900390625,Elder,Active
P7278,C7278,C7278,24,Male,54118.0703125,860.8099975585938,2024-03-05 00:00:00,2025-03-05 00:00:00,Home,Pending,31-03-2024,4065.590087890625,Young Adult,Active
P7279,C7279,C7279,45,Female,98958.0078125,669.2100219726562,2024-02-24 00:00:00,2025-02-24 00:00:00,Life,Rejected,NULL,0,Adult,Active
P728,C728,C728,85,Male,53235.41015625,540.760009765625,2023-08-14 00:00:00,2024-08-14 00:00:00,Health,Rejected,NULL,0,Elder,Inactive
P7280,C7280,C7280,73,Male,40724.21875,495.3299865722656,2024-01-27 00:00:00,2025-01-27 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P7281,C7281,C7281,27,Female,108966.40625,1007.280029296875,2024-06-25 00:00:00,2025-06-25 00:00:00,Health,Rejected,NULL,0,Adult,Active
P7282,C7282,C7282,72,Male,65419.359375,228.44000244140625,2024-02-21 00:00:00,2025-02-21 00:00:00,Health,Rejected,NULL,0,Elder,Active
P7283,C7283,C7283,86,Female,69709.578125,648.5499877929688,2023-10-26 00:00:00,2024-10-26 00:00:00,Auto,Rejected,NULL,0,Elder,Active
P7284,C7284,C7284,83,Male,107758.828125,176.4199981689453,2023-11-21 00:00:00,2024-11-21 00:00:00,Health,Settled,10-09-2024,4611.080078125,Elder,Active
P7285,C7285,C7285,57,Female,59885.62109375,100.0199966430664,2024-07-08 00:00:00,2025-07-08 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P7286,C7286,C7286,60,Male,97315.296875,170.82000732421875,2023-08-27 00:00:00,2024-08-27 00:00:00,Travel,Pending,13-03-2024,591.510009765625,Adult,Inactive
P7287,C7287,C7287,24,Female,98707.171875,986.6699829101562,2023-08-26 00:00:00,2024-08-26 00:00:00,Travel,Rejected,NULL,0,Young Adult,Inactive
P7288,C7288,C7288,34,Male,48987.51953125,1064.8699951171875,2024-01-09 00:00:00,2025-01-09 00:00:00,Auto,Rejected,NULL,0,Adult,Active
P7289,C7289,C7289,59,Female,11849.2900390625,730.4600219726562,2024-06-12 00:00:00,2025-06-12 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P729,C729,C729,84,Female,92356.5078125,859.27001953125,2024-06-12 00:00:00,2025-06-12 00:00:00,Auto,Rejected,NULL,0,Elder,Active
P7290,C7290,C7290,33,Male,82066.2734375,706.489990234375,2023-12-14 00:00:00,2024-12-14 00:00:00,Auto,Settled,26-11-2024,2385.89990234375,Adult,Active
P7291,C7291,C7291,40,Female,32204.630859375,145.80999755859375,2023-10-09 00:00:00,2024-10-09 00:00:00,Travel,Settled,18-03-2024,2234.22998046875,Adult,Inactive
P7292,C7292,C7292,64,Male,64978.48046875,989.1799926757812,2023-08-26 00:00:00,2024-08-26 00:00:00,Life,Rejected,NULL,0,Elder,Inactive
P7293,C7293,C7293,58,Female,19813.029296875,463.9700012207031,2024-01-04 00:00:00,2025-01-04 00:00:00,Health,Pending,11-04-2024,5468.68017578125,Adult,Active
P7294,C7294,C7294,42,Male,85924.0390625,710.8400268554688,2024-03-21 00:00:00,2025-03-21 00:00:00,Travel,Settled,22-01-2025,5422.6201171875,Adult,Active
P7295,C7295,C7295,75,Female,52412.76171875,233.47999572753906,2023-10-18 00:00:00,2024-10-18 00:00:00,Life,Settled,11-09-2024,2490.5400390625,Elder,Active
P7296,C7296,C7296,54,Male,49225.9296875,1072.4000244140625,2023-10-25 00:00:00,2024-10-25 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P7297,C7297,C7297,70,Female,44607.4296875,761.4400024414062,2023-09-04 00:00:00,2024-09-04 00:00:00,Travel,Rejected,NULL,0,Elder,Inactive
P7298,C7298,C7298,45,Male,80712.25,957.3400268554688,2023-12-26 00:00:00,2024-12-26 00:00:00,Health,Settled,14-07-2024,1864.5699462890625,Adult,Active
P7299,C7299,C7299,46,Female,89117.578125,821.5999755859375,2023-11-04 00:00:00,2024-11-04 00:00:00,Travel,Pending,04-02-2024,1538.3599853515625,Adult,Active
